Name,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Id
Gordon Hayward,72,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,0.4,0.3,1.0,1.0,683
Patrick Patterson,52,16.7,6.3,2.9,5.1,55.8,0.0,0.0,0.0,0.6,0.8,71.4,1.7,2.2,3.8,0.8,0.3,0.7,0.6,1.0,684
Trevor Booker,65,16.4,5.3,2.1,3.9,54.9,0.0,0.0,0.0,1.0,1.6,67.3,1.5,2.4,3.9,0.5,0.5,0.7,0.6,1.0,685
Quincy Pondexter,66,11.1,2.8,1.1,2.7,40.6,0.3,0.8,36.0,0.4,0.5,70.6,0.3,1.0,1.3,0.4,0.3,0.1,0.2,1.0,688
Ish Smith,43,10.3,2.3,1.0,2.7,37.4,0.1,0.2,30.0,0.3,0.5,57.1,0.2,0.9,1.1,1.8,0.4,0.1,0.8,1.0,690
Lazar Hayward,42,10.0,3.8,1.3,3.7,35.7,0.4,1.4,28.3,0.8,1.0,78.6,0.5,1.1,1.7,0.7,0.3,0.2,0.5,0.0,691
Jeremy Evans,49,9.4,3.6,1.6,2.3,66.1,0.0,0.0,0.0,0.5,0.8,70.3,0.7,1.2,2.0,0.5,0.3,0.3,0.4,1.0,692
Cole Aldrich,18,7.9,1.0,0.4,0.8,53.3,0.0,0.0,0.0,0.1,0.2,50.0,0.7,1.2,1.9,0.2,0.3,0.4,0.4,1.0,693
Mustafa Shakur,22,7.2,2.3,1.0,2.7,35.6,0.0,0.5,10.0,0.4,0.7,53.3,0.3,0.7,1.0,1.1,0.2,0.1,0.8,0.0,695
Derrick Caracter,41,5.2,2.0,0.8,1.6,48.5,0.0,0.0,0.0,0.4,0.6,73.9,0.5,0.6,1.0,0.2,0.1,0.2,0.5,0.0,696
Stephen Curry,80,36.2,17.5,6.6,14.3,46.2,2.1,4.8,43.7,2.2,2.5,88.5,0.6,3.9,4.5,5.9,1.9,0.2,3.0,1.0,698
Brandon Jennings,82,32.6,15.5,5.5,14.8,37.1,1.8,4.7,37.4,2.7,3.3,81.7,0.6,2.8,3.4,5.7,1.3,0.2,2.4,1.0,699
Jonny Flynn,81,28.9,13.5,4.9,11.8,41.7,1.0,2.7,35.8,2.8,3.3,82.6,0.3,2.1,2.4,4.4,1.0,0.0,2.9,0.0,701
Wesley Matthews,82,24.7,9.4,3.3,6.9,48.3,0.8,2.0,38.2,2.0,2.4,82.9,0.6,1.7,2.3,1.5,0.8,0.2,1.1,1.0,705
Jrue Holiday,73,24.2,8.0,3.2,7.1,44.2,0.8,2.2,39.0,0.9,1.2,75.6,0.8,1.8,2.6,3.8,1.1,0.3,2.1,1.0,706
Taurean Waller-Prince,20,10.0,3.4,1.2,3.1,39.3,0.4,1.2,29.2,0.6,0.7,85.7,0.2,1.8,2.0,0.7,0.3,0.3,0.7,0.0,709
DeMar DeRozan,77,21.6,8.6,3.3,6.6,49.8,0.1,0.2,25.0,1.9,2.5,76.3,0.9,2.0,2.9,0.7,0.6,0.2,0.8,1.0,710
Ty Lawson,65,20.3,8.3,3.1,6.0,51.5,0.5,1.3,41.0,1.6,2.2,75.7,0.6,1.3,1.9,3.1,0.7,0.0,1.3,1.0,711
Chase Budinger,74,20.1,8.9,3.4,7.6,44.1,1.2,3.4,36.9,0.9,1.2,77.0,0.5,2.5,3.0,1.2,0.5,0.1,0.7,1.0,712
Toney Douglas,56,19.4,8.6,3.2,7.0,45.8,1.2,3.1,38.9,1.0,1.2,80.9,0.7,1.2,1.9,2.0,0.8,0.1,1.0,1.0,713
Wayne Ellington,76,18.2,6.6,2.5,5.9,42.4,0.8,2.1,39.5,0.8,0.9,87.1,0.4,1.7,2.1,1.0,0.3,0.1,1.0,1.0,715
Eric Maynor,81,15.7,4.7,1.9,4.5,41.8,0.3,0.9,31.0,0.6,0.9,72.2,0.3,1.3,1.6,3.3,0.5,0.1,1.1,1.0,717
A.J. Price,56,15.4,7.3,2.6,6.3,41.0,1.1,3.1,34.5,1.1,1.3,80.0,0.2,1.4,1.6,1.9,0.6,0.1,1.1,1.0,718
Jordan Hill,47,13.3,5.2,2.1,4.3,49.3,0.0,0.0,0.0,1.0,1.4,67.6,1.6,2.1,3.7,0.4,0.3,0.5,0.6,1.0,720
Austin Daye,69,13.3,5.1,2.0,4.3,46.4,0.4,1.4,30.5,0.7,0.8,82.1,0.5,2.0,2.5,0.5,0.4,0.4,0.7,1.0,721
Chris Hunter,60,13.1,4.5,1.8,3.6,50.2,0.0,0.1,0.0,0.9,1.2,75.4,0.9,1.9,2.8,0.6,0.2,0.6,0.5,0.0,722
Jon Brockman,52,12.6,2.8,1.1,2.0,53.4,0.0,0.0,0.0,0.7,1.2,59.7,2.0,2.1,4.1,0.4,0.3,0.1,0.4,0.0,723
Jodie Meeks,60,12.0,4.7,1.7,4.5,38.8,0.7,2.2,31.8,0.5,0.7,79.5,0.1,1.5,1.6,0.7,0.3,0.1,0.4,1.0,725
Dante Cunningham,63,11.2,3.9,1.7,3.4,49.5,0.0,0.0,0.0,0.5,0.8,64.6,0.9,1.7,2.5,0.2,0.4,0.3,0.2,1.0,726
Jeff Ayres,39,10.4,2.7,1.1,1.7,66.2,0.0,0.0,0.0,0.5,0.5,90.0,0.6,1.9,2.5,0.0,0.2,0.4,0.3,1.0,728
Derrick Brown,57,9.4,3.3,1.2,2.6,46.3,0.0,0.1,28.6,0.8,1.3,66.7,0.5,0.8,1.4,0.3,0.4,0.2,0.3,0.0,730
Gerald Henderson,43,8.3,2.6,0.9,2.4,35.6,0.1,0.4,21.1,0.8,1.1,74.5,0.3,0.9,1.3,0.3,0.2,0.2,0.3,1.0,732
Gerald Henderson,43,8.3,2.6,0.9,2.4,35.6,0.1,0.4,21.1,0.8,1.1,74.5,0.3,0.9,1.3,0.3,0.2,0.2,0.3,1.0,733
Earl Clark,51,7.5,2.7,1.1,3.0,37.1,0.0,0.1,40.0,0.5,0.7,72.2,0.4,0.9,1.2,0.4,0.1,0.3,0.5,1.0,734
Marcus Landry,18,6.2,2.4,0.9,2.4,37.2,0.5,1.6,32.1,0.2,0.3,60.0,0.3,0.8,1.1,0.0,0.1,0.1,0.3,0.0,736
Jahlil Okafor,53,30.0,17.5,7.5,14.7,50.8,0.0,0.1,16.7,2.5,3.7,68.6,2.3,4.7,7.0,1.2,0.4,1.1,2.3,0.0,737
O.J. Mayo,82,38.0,18.5,6.9,15.6,43.8,1.8,4.6,38.4,3.0,3.4,87.9,0.7,3.1,3.8,3.2,1.1,0.2,2.8,1.0,739
Derrick Rose,81,37.0,16.8,7.1,14.9,47.5,0.2,0.9,22.2,2.4,3.1,78.8,1.2,2.7,3.9,6.3,0.8,0.2,2.5,1.0,740
Russell Westbrook,82,32.5,15.3,5.3,13.4,39.8,0.4,1.6,27.1,4.3,5.2,81.5,2.2,2.7,4.9,5.3,1.3,0.2,3.3,1.0,742
Mario Chalmers,82,32.0,10.0,3.4,8.1,42.0,1.4,3.8,36.7,1.8,2.4,76.7,0.5,2.3,2.8,4.9,1.9,0.1,2.0,1.0,743
Jason Thompson,82,28.1,11.1,4.3,8.7,49.7,0.0,0.1,0.0,2.4,3.5,69.2,2.9,4.5,7.4,1.1,0.6,0.7,1.8,1.0,745
Justise Winslow,78,28.6,6.4,2.5,5.9,42.2,0.4,1.5,27.6,1.0,1.5,68.4,1.0,4.1,5.2,1.5,0.9,0.3,1.2,0.0,747
Kevin Love,81,25.3,11.1,3.9,8.5,45.9,0.0,0.2,10.5,3.3,4.1,78.9,3.4,5.7,9.1,1.0,0.4,0.6,1.5,1.0,748
Courtney Lee,77,25.2,8.4,3.2,7.0,45.0,1.1,2.6,40.4,1.0,1.2,83.0,0.2,2.1,2.3,1.2,1.0,0.2,0.9,1.0,749
Michael Beasley,81,24.8,13.9,5.6,11.8,47.2,0.4,1.0,40.7,2.3,3.0,77.2,1.4,4.1,5.4,1.0,0.5,0.5,1.5,1.0,750
Anthony Morrow,67,22.6,10.1,3.8,8.0,47.8,1.3,2.7,46.7,1.2,1.4,87.0,1.2,1.8,3.0,1.2,0.5,0.2,0.8,1.0,752
Kyle Weaver,56,20.8,5.3,2.0,4.4,45.9,0.6,1.7,34.4,0.7,1.0,70.7,0.6,1.8,2.3,1.8,0.8,0.5,1.2,0.0,754
Ryan Anderson,66,19.9,7.4,2.4,6.2,39.3,1.0,2.9,36.5,1.5,1.8,84.5,1.6,3.1,4.7,0.8,0.7,0.3,0.9,1.0,755
Darrell Arthur,76,19.3,5.6,2.5,5.7,43.8,0.0,0.0,0.0,0.5,0.8,66.7,1.4,3.1,4.6,0.6,0.7,0.7,0.6,1.0,756
George Hill,77,16.5,5.7,1.9,4.8,40.3,0.3,0.9,32.9,1.5,1.9,78.1,0.4,1.7,2.1,1.8,0.6,0.3,1.0,1.0,757
JaVale McGee,75,15.2,6.5,2.5,5.2,49.4,0.0,0.0,0.0,1.4,2.2,66.0,1.6,2.3,3.9,0.3,0.4,1.0,0.8,1.0,759
DeAndre Jordan,53,14.5,4.3,1.8,2.8,63.3,0.0,0.0,0.0,0.8,2.1,38.5,1.4,3.1,4.5,0.2,0.2,1.1,0.8,1.0,761
Roy Hibbert,70,14.4,7.1,2.8,6.0,47.1,0.0,0.0,0.0,1.4,2.1,66.7,1.6,1.8,3.5,0.7,0.3,1.1,0.8,1.0,762
D'Angelo Russell,80,28.2,13.2,4.9,12.0,41.0,1.6,4.6,35.1,1.8,2.4,73.7,0.6,2.8,3.4,3.3,1.2,0.2,2.5,0.0,764
Jerryd Bayless,53,12.4,4.3,1.3,3.6,36.5,0.1,0.5,25.9,1.6,1.9,80.6,0.2,0.9,1.1,1.5,0.3,0.0,1.1,1.0,766
Cory Alexander,59,12.1,4.7,1.7,4.2,41.6,0.3,0.8,34.8,1.0,1.4,69.9,0.7,1.2,1.9,0.7,0.3,0.5,0.9,1.0,767
Cory Alexander,60,9.3,2.8,1.1,2.6,40.6,0.4,1.1,39.4,0.3,0.4,64.0,0.2,0.6,0.7,2.0,0.5,0.0,1.1,1.0,768
Kosta Koufos,48,11.8,4.7,2.0,3.9,50.8,0.0,0.0,0.0,0.8,1.1,70.6,1.0,1.8,2.9,0.4,0.3,0.7,0.5,1.0,769
Anthony Tolliver,19,10.9,2.7,1.0,3.4,29.2,0.5,2.2,22.0,0.3,0.5,50.0,0.6,1.5,2.2,0.9,0.3,0.1,0.4,1.0,771
Devin Booker,76,27.7,13.8,4.8,11.4,42.3,1.3,3.8,34.3,2.8,3.4,84.0,0.4,2.1,2.5,2.6,0.6,0.3,2.1,0.0,772
Robin Lopez,60,10.2,3.1,1.2,2.3,51.8,0.0,0.0,0.0,0.8,1.1,69.1,0.9,1.1,2.0,0.1,0.2,0.7,0.5,1.0,773
Darnell Jackson,51,8.4,1.9,0.7,1.7,43.0,0.0,0.0,0.0,0.5,0.7,68.6,0.6,1.1,1.7,0.2,0.2,0.1,0.3,0.0,774
Sean Singletary,37,8.2,2.4,0.8,2.3,36.5,0.3,0.7,40.0,0.5,0.6,85.7,0.3,0.7,0.9,0.8,0.3,0.0,0.6,0.0,775
Jamario Moon,78,27.8,8.5,3.6,7.4,48.5,0.5,1.6,32.8,0.8,1.1,74.1,1.2,5.0,6.2,1.2,1.0,1.4,0.7,1.0,778
Al Thornton,79,27.3,12.7,4.7,11.0,42.9,0.5,1.6,33.1,2.7,3.6,74.3,1.2,3.3,4.5,1.2,0.6,0.5,1.6,0.0,779
Daequan Cook,59,24.4,8.8,3.3,8.7,38.1,1.3,4.0,33.2,0.8,1.0,82.5,0.3,2.7,3.0,1.3,0.4,0.1,1.1,1.0,782
Thaddeus Young,74,21.0,8.2,3.6,6.6,53.9,0.1,0.3,31.6,1.0,1.4,73.8,1.6,2.6,4.2,0.8,1.0,0.1,0.9,1.0,784
Wilson Chandler,35,19.6,7.3,3.0,6.9,43.8,0.3,0.9,30.0,1.0,1.5,63.0,1.1,2.5,3.6,0.9,0.4,0.5,0.8,1.0,786
Myles Turner,60,22.8,10.3,4.4,8.8,49.8,0.1,0.2,21.4,1.5,2.0,72.7,1.1,4.4,5.5,0.7,0.4,1.4,1.1,0.0,790
Acie Law,56,15.4,4.2,1.7,4.2,40.1,0.1,0.6,20.6,0.7,0.9,79.2,0.2,0.8,1.0,2.0,0.5,0.0,1.0,0.0,792
Nick Young,75,15.4,7.5,2.8,6.4,43.9,0.5,1.3,40.0,1.3,1.7,81.5,0.3,1.2,1.5,0.8,0.5,0.1,1.3,1.0,793
Javaris Crittenton,50,13.6,5.6,2.0,4.7,42.1,0.2,0.7,27.0,1.4,2.1,69.2,0.5,1.7,2.2,1.0,0.4,0.0,1.1,0.0,796
Spencer Hawes,71,13.1,4.7,2.1,4.5,45.9,0.1,0.3,19.0,0.5,0.8,65.5,1.0,2.3,3.2,0.6,0.2,0.6,0.8,1.0,797
Arron Afflalo,75,12.9,3.7,1.3,3.2,41.1,0.1,0.6,20.8,0.9,1.2,78.2,0.5,1.3,1.8,0.7,0.4,0.1,0.5,1.0,798
C.J. Watson,32,11.5,3.7,1.3,3.2,42.6,0.3,0.8,34.6,0.7,0.9,79.3,0.4,0.6,1.0,1.1,0.5,0.0,0.6,1.0,800
Julian Wright,57,11.2,3.9,1.6,3.0,53.3,0.2,0.4,41.7,0.6,0.9,63.5,0.6,1.5,2.1,0.7,0.5,0.2,0.6,0.0,801
Chris Richard,52,10.7,1.9,0.8,1.7,47.1,0.0,0.0,0.0,0.3,0.5,59.3,1.0,1.6,2.6,0.3,0.2,0.2,0.5,0.0,802
Aaron Gray,61,10.0,4.3,1.7,3.3,50.5,0.0,0.0,0.0,0.9,1.6,56.6,1.1,1.6,2.8,0.7,0.3,0.3,0.9,1.0,804
Dominic McGuire,70,9.9,1.3,0.6,1.5,37.9,0.0,0.1,16.7,0.2,0.5,43.8,0.8,1.2,2.0,0.6,0.3,0.4,0.6,1.0,805
Mario West,64,4.2,0.9,0.3,0.8,42.9,0.0,0.1,0.0,0.3,0.4,65.4,0.4,0.3,0.8,0.2,0.2,0.1,0.1,0.0,808
Demetris Nichols,14,3.1,1.1,0.4,1.6,26.1,0.2,0.9,23.1,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.0,0.2,0.3,0.0,809
Willie Cauley-Stein,66,21.4,7.0,2.9,5.1,56.3,0.0,0.0,0.0,1.2,1.9,64.8,2.0,3.3,5.3,0.6,0.7,1.0,0.7,0.0,810
Brandon Roy,57,35.4,16.8,6.1,13.4,45.6,1.0,2.6,37.7,3.5,4.2,83.8,1.0,3.4,4.4,4.0,1.2,0.2,2.0,1.0,811
Adam Morrison,78,29.8,11.8,4.6,12.1,37.6,1.1,3.3,33.7,1.5,2.2,71.0,0.7,2.3,2.9,2.1,0.4,0.1,1.7,0.0,812
Rudy Gay,78,27.0,10.8,4.1,9.7,42.2,0.7,1.8,36.4,1.9,2.7,72.7,1.2,3.3,4.5,1.3,0.9,0.9,1.8,1.0,813
Rajon Rondo,78,23.5,6.4,2.4,5.8,41.8,0.1,0.4,20.7,1.5,2.4,64.7,0.9,2.8,3.7,3.8,1.6,0.1,1.8,1.0,814
Tarence Kinsey,48,20.1,7.7,2.9,6.3,45.7,0.3,1.0,28.3,1.6,2.0,79.6,0.6,1.4,2.0,0.9,1.1,0.0,1.0,0.0,817
Josh Richardson,52,21.3,6.6,2.4,5.2,45.2,1.0,2.2,46.1,0.8,1.2,66.7,0.4,1.7,2.1,1.4,0.7,0.5,0.7,0.0,818
Shelden Williams,81,18.7,5.5,2.0,4.5,45.5,0.0,0.0,50.0,1.4,1.8,76.4,1.6,3.8,5.4,0.5,0.6,0.5,1.2,1.0,820
Paul Millsap,82,18.0,6.8,2.5,4.9,52.5,0.0,0.0,33.3,1.7,2.5,67.3,2.2,2.9,5.2,0.8,0.8,0.9,1.1,1.0,821
Rodney Carney,67,17.4,6.6,2.7,5.9,46.4,0.4,1.1,34.7,0.8,1.3,60.9,0.6,1.3,1.9,0.4,0.6,0.3,0.6,1.0,822
Marcus Williams,79,16.6,6.8,2.6,6.7,39.5,0.6,2.1,28.2,0.9,1.1,84.7,0.4,1.7,2.1,3.3,0.4,0.0,1.8,0.0,823
Daniel Gibson,60,16.5,4.6,1.6,3.9,42.4,0.9,2.1,41.9,0.5,0.7,71.8,0.5,1.1,1.5,1.2,0.4,0.1,0.7,1.0,825
Renaldo Balkman,68,15.6,4.9,2.0,4.0,50.5,0.1,0.4,18.5,0.8,1.3,56.7,1.4,2.9,4.3,0.6,0.8,0.7,0.7,1.0,826
Jordan Farmar,72,15.1,4.4,1.7,4.1,42.2,0.6,1.9,32.8,0.4,0.5,71.1,0.3,1.3,1.7,1.9,0.6,0.1,1.0,1.0,828
Allan Ray,47,15.1,6.2,2.1,5.5,38.6,1.0,2.5,41.4,0.9,1.2,76.4,0.4,1.1,1.5,0.9,0.4,0.1,0.9,0.0,829
Tyrus Thomas,72,13.4,5.2,1.9,3.9,47.5,0.0,0.0,0.0,1.5,2.4,60.6,1.2,2.5,3.7,0.6,0.6,1.1,1.3,1.0,832
Alexander Johnson,59,12.8,4.4,1.5,2.9,53.8,0.0,0.0,0.0,1.3,2.0,66.1,0.8,2.2,3.1,0.3,0.4,0.6,0.8,0.0,833
Shawne Williams,46,12.1,3.9,1.6,3.5,46.9,0.4,1.1,36.5,0.2,0.4,55.0,0.7,1.1,1.8,0.5,0.1,0.2,0.5,1.0,836
Ronnie Brewer,56,12.1,4.6,1.8,3.4,52.8,0.0,0.2,0.0,1.0,1.5,67.5,0.7,0.7,1.3,0.4,0.7,0.1,0.4,1.0,837
David Noel,68,11.6,2.7,1.0,2.6,36.7,0.3,0.8,32.1,0.5,0.6,86.0,0.6,1.2,1.8,1.0,0.4,0.1,0.6,0.0,838
Leon Powe,63,11.4,4.2,1.3,2.8,44.6,0.0,0.0,0.0,1.7,2.3,73.6,1.5,1.9,3.4,0.2,0.2,0.3,0.8,1.0,840
Hilton Armstrong,56,11.3,3.1,1.2,2.2,54.4,0.0,0.0,0.0,0.7,1.2,59.7,1.0,1.6,2.7,0.2,0.2,0.5,0.6,1.0,841
Josh Boone,61,11.0,4.2,1.6,2.8,57.9,0.0,0.0,0.0,0.9,1.7,54.4,1.0,1.8,2.9,0.2,0.2,0.3,0.5,0.0,842
Chris Quinn,42,9.7,3.4,1.1,3.1,36.6,0.5,1.4,35.1,0.6,0.9,67.6,0.1,0.6,0.7,1.5,0.4,0.0,0.5,1.0,844
Anthony Brown,29,20.7,4.0,1.3,4.3,31.0,0.7,2.4,28.6,0.6,0.7,85.0,0.3,2.1,2.4,0.7,0.5,0.2,0.5,0.0,845
Quincy Douby,42,8.5,2.8,1.1,3.0,38.1,0.3,1.2,24.0,0.3,0.4,73.3,0.3,0.6,0.9,0.4,0.4,0.1,0.4,0.0,846
Bobby Jones,44,7.6,2.5,1.0,2.1,46.2,0.0,0.2,11.1,0.5,0.9,56.1,0.5,0.8,1.3,0.4,0.3,0.0,0.4,1.0,848
Steve Novak,35,5.5,1.5,0.5,1.4,36.0,0.4,1.1,33.3,0.1,0.1,100.0,0.1,0.6,0.7,0.2,0.1,0.0,0.1,1.0,851
Raymond Felton,80,30.1,11.9,4.3,11.0,39.1,1.2,3.4,35.8,2.0,2.8,72.5,1.0,2.4,3.3,5.6,1.3,0.1,2.3,1.0,853
Charlie Villanueva,81,29.1,13.0,5.4,11.6,46.3,0.9,2.6,32.7,1.4,2.0,70.6,2.2,4.2,6.4,1.1,0.7,0.8,1.2,1.0,854
Deron Williams,80,28.8,10.8,4.2,10.1,42.1,1.1,2.7,41.6,1.2,1.7,70.4,0.4,2.0,2.4,4.5,0.8,0.2,1.8,1.0,856
Channing Frye,65,24.2,12.3,4.7,9.8,47.7,0.0,0.1,33.3,2.9,3.5,82.5,2.1,3.6,5.8,0.8,0.5,0.7,1.5,1.0,859
Ryan Gomes,61,22.6,7.6,2.8,5.8,48.7,0.0,0.1,33.3,1.8,2.4,75.2,1.7,3.2,4.9,1.0,0.6,0.1,0.9,1.0,861
Nate Robinson,72,21.4,9.3,3.2,7.8,40.7,0.8,2.0,39.7,2.1,2.8,75.2,0.8,1.5,2.3,2.0,0.8,0.0,1.6,1.0,862
Salim Stoudamire,61,20.3,9.7,3.3,8.1,41.5,1.3,3.5,38.0,1.6,1.8,90.0,0.2,1.7,1.9,1.2,0.4,0.1,1.3,0.0,863
T.J. McConnell,81,19.8,6.1,2.7,5.7,47.0,0.4,1.1,34.8,0.3,0.5,63.4,0.5,2.6,3.1,4.5,1.2,0.1,1.7,0.0,865
Martell Webster,61,17.5,6.6,2.3,5.7,39.9,1.1,3.0,35.7,1.0,1.2,85.9,0.5,1.7,2.1,0.6,0.3,0.2,0.7,1.0,868
David Lee,67,16.9,5.1,2.0,3.4,59.6,0.0,0.0,0.0,1.1,1.8,57.7,1.6,2.9,4.5,0.6,0.5,0.3,0.8,1.0,870
David Lee,67,16.9,5.1,2.0,3.4,59.6,0.0,0.0,0.0,1.1,1.8,57.7,1.6,2.9,4.5,0.6,0.5,0.3,0.8,0.0,871
Ike Diogu,69,14.9,7.0,2.5,4.8,52.4,0.0,0.0,0.0,2.0,2.4,81.0,1.4,1.9,3.3,0.4,0.2,0.4,1.1,1.0,874
Gerald Fitch,18,13.3,4.7,1.7,4.9,33.7,0.4,1.4,26.9,0.9,1.3,73.9,0.4,1.3,1.7,1.8,0.4,0.3,0.8,0.0,876
James Singleton,59,12.8,3.4,1.3,2.6,51.0,0.2,0.3,50.0,0.7,0.8,78.0,1.1,2.3,3.3,0.5,0.3,0.4,0.5,1.0,877
Josh Powell,37,11.6,3.0,1.0,2.2,45.7,0.0,0.0,0.0,1.0,1.2,80.0,0.8,1.4,2.2,0.2,0.2,0.1,0.6,1.0,878
Hakim Warrick,68,10.6,4.1,1.5,3.4,44.3,0.0,0.0,0.0,1.1,1.7,66.1,0.6,1.5,2.1,0.4,0.2,0.3,0.8,1.0,879
Wayne Simien,43,9.6,3.4,1.3,2.8,48.3,0.0,0.0,0.0,0.7,0.8,88.2,0.9,1.2,2.0,0.2,0.3,0.0,0.6,0.0,880
Antoine Wright,39,9.5,1.8,0.7,2.1,35.8,0.0,0.4,6.7,0.3,0.6,50.0,0.2,0.6,0.8,0.3,0.1,0.1,0.5,1.0,881
Donell Taylor,51,9.1,2.7,1.0,2.7,39.0,0.1,0.3,23.5,0.6,0.8,69.8,0.3,0.7,1.0,0.9,0.6,0.1,0.7,0.0,882
C.J. Miles,23,8.8,3.4,1.2,3.3,36.8,0.2,0.9,25.0,0.8,1.0,75.0,0.8,0.9,1.7,0.7,0.3,0.1,0.4,1.0,883
Malcolm Brogdon,32,22.9,8.3,3.2,6.9,46.2,0.9,2.1,44.1,0.9,1.1,85.7,0.4,2.1,2.5,3.6,1.0,0.1,1.5,0.0,884
Kevin Burleson,39,8.7,1.8,0.6,2.3,25.0,0.3,1.4,18.5,0.4,0.4,94.1,0.1,0.6,0.7,1.2,0.7,0.1,0.6,0.0,885
Shavlik Randolph,57,8.5,2.3,0.8,1.7,45.4,0.0,0.0,0.0,0.8,1.2,60.6,1.0,1.4,2.3,0.3,0.3,0.2,0.4,1.0,886
Andrew Bynum,46,7.3,1.6,0.7,1.8,40.2,0.0,0.0,0.0,0.2,0.6,29.6,0.7,1.0,1.7,0.2,0.1,0.5,0.4,1.0,887
Emeka Okafor,73,35.6,15.1,6.1,13.7,44.7,0.0,0.0,0.0,2.9,4.7,60.9,3.8,7.1,10.9,0.9,0.8,1.7,1.7,1.0,889
Andre Iguodala,82,32.8,9.0,3.3,6.7,49.3,0.6,1.7,33.1,1.9,2.6,74.3,1.1,4.6,5.7,3.0,1.7,0.6,1.7,1.0,890
Josh Childress,80,29.7,10.1,3.8,8.0,47.0,0.2,0.7,23.2,2.4,2.9,82.3,2.4,3.6,6.0,1.9,0.9,0.4,1.3,1.0,892
Josh Smith,74,27.7,9.7,3.7,8.1,45.5,0.1,0.3,17.4,2.2,3.2,68.8,2.0,4.2,6.2,1.7,0.8,1.9,1.8,1.0,893
Chris Duhon,82,26.5,5.9,2.1,6.0,35.2,1.1,3.2,35.5,0.6,0.8,73.1,0.3,2.3,2.6,4.9,1.0,0.0,1.4,1.0,894
Quinton Ross,78,21.3,5.1,2.1,4.8,43.2,0.0,0.1,25.0,0.9,1.4,67.3,0.8,1.9,2.7,1.4,0.7,0.3,0.7,1.0,896
Jameer Nelson,79,20.4,8.7,3.6,7.9,45.5,0.6,1.8,31.2,0.9,1.4,68.2,0.7,1.8,2.4,3.0,1.0,0.0,1.5,1.0,897
Bobby Portis,62,17.8,7.0,3.0,7.0,42.7,0.3,0.8,30.8,0.8,1.1,72.7,2.0,3.5,5.4,0.8,0.4,0.3,0.9,0.0,898
Sebastian Telfair,68,19.6,6.8,2.5,6.3,39.3,0.3,1.0,24.6,1.5,2.0,78.9,0.1,1.4,1.5,3.3,0.5,0.1,1.8,1.0,899
Matt Freije,23,19.2,4.0,1.6,5.5,29.1,0.6,2.3,25.9,0.2,0.3,62.5,0.7,2.0,2.7,0.9,0.6,0.1,0.7,0.0,900
Matt Bonner,82,18.9,7.2,3.0,5.6,53.3,0.5,1.1,42.4,0.7,0.9,78.9,1.3,2.2,3.5,0.6,0.5,0.2,0.5,1.0,901
David Harrison,43,17.7,6.1,2.5,4.3,57.6,0.0,0.0,0.0,1.2,2.1,57.1,1.1,2.0,3.1,0.3,0.4,1.3,1.2,0.0,902
Trevor Ariza,80,17.3,5.9,2.2,4.9,44.2,0.0,0.2,23.1,1.5,2.2,69.5,1.1,1.9,3.0,1.1,0.9,0.2,0.9,1.0,903
Tony Allen,77,16.4,6.4,2.4,5.0,47.5,0.2,0.4,38.7,1.5,2.0,73.7,1.1,1.8,2.9,0.8,1.0,0.3,1.0,1.0,905
Jackson Vroman,46,15.3,4.6,1.8,4.3,41.2,0.0,0.1,0.0,1.0,1.6,64.0,1.4,2.4,3.8,0.9,0.5,0.4,1.4,0.0,907
Al Jefferson,71,14.8,6.7,2.7,5.2,52.8,0.0,0.0,0.0,1.2,1.9,63.0,1.7,2.7,4.4,0.3,0.3,0.8,0.9,1.0,908
Billy Thomas,25,14.2,3.7,1.4,3.8,36.2,0.7,2.2,30.4,0.3,0.4,77.8,0.3,1.2,1.4,0.7,0.6,0.0,0.4,0.0,909
Kirk Snyder,68,13.3,5.0,1.8,4.8,37.2,0.4,1.3,35.3,0.9,1.4,66.7,0.7,1.0,1.8,0.5,0.4,0.3,0.8,0.0,910
Kris Humphries,67,13.0,4.1,1.7,4.3,40.4,0.0,0.1,33.3,0.7,1.5,43.6,1.1,1.9,2.9,0.6,0.4,0.3,0.8,1.0,912
Delonte West,39,13.0,4.5,1.7,4.0,42.6,0.6,1.7,35.8,0.5,0.7,70.4,0.4,1.3,1.7,1.4,0.5,0.2,0.6,1.0,913
Andre Barrett,38,12.7,3.1,1.2,3.3,36.3,0.4,1.4,26.9,0.4,0.5,73.7,0.3,0.8,1.1,1.8,0.5,0.0,0.7,0.0,914
Lionel Chalmers,36,12.0,3.1,1.2,3.5,33.6,0.3,1.4,24.5,0.4,0.7,62.5,0.1,0.8,0.9,1.4,0.4,0.0,0.7,0.0,915
Jerian Grant,76,16.6,5.6,2.0,5.1,39.4,0.3,1.3,22.0,1.3,1.6,78.0,0.3,1.6,1.9,2.3,0.7,0.1,1.1,0.0,916
Kevin Martin,45,10.1,2.9,1.0,2.6,38.5,0.1,0.6,20.0,0.8,1.2,65.5,0.6,0.6,1.3,0.5,0.4,0.1,0.5,1.0,919
